DOI,sample_id,YEAR,DOIlink,dbnanme,dbversion,pykeri_compatible,TF_matzt_complete,TF_mat_complete,fraction_Ts_TEPZToverTEPZTex,is_Temperature_range_valid,autoTc,autoTh,ztTc,ztTh,Tc_ofTEP,Th_ofTEP,Tc_ofZT,Th_ofZT,Tc_ofTEPZT,Th_ofTEPZT,deltaT_ofTEP,deltaT_ofZT,deltaT_ofTEPZT,avg_ZT_ofRawFig,avg_ZT_ofTEPEval,peak_ZT_ofRawFig,peak_ZT_ofTEPEval,d_Tmid,d_avgZT,d_peakZT,errdZT_Linf,errdZT_L2,errdZT_L1,is_avg_ZT_ofRawFig_positiveFinite,is_avg_ZT_ofTEPEval_positiveFinite,ispeak_ZT_ofRawFig_positiveFinite,is_peak_ZT_ofTEPEval_positiveFinite,errdZT_Linf_over_avg_ZT_ofRawFig,errdZT_Linf_over_avg_ZT_ofTEPEval,errdZT_Linf_over_peak_ZT_ofRawFig,errdZT_Linf_over_peak_ZT_ofTEPEval,cri_product_def,cri_product_1o2,cri_product_1o5
10.1039/c6ta06445k,300,2016.0,https://DOI.org/10.1039/c6ta06445k,tematdb,v1.1.6,True,True,True,0.9580152671755724,True,315.0674873,817.586,299.483,822.68,316.0,816.0,300.0,822.0,316.0,816.0,500.0,522.0,500.0,0.6483833576171285,0.694209748247481,0.9854021398503274,1.0073960076342845,-5.0,-0.0458263906303525,-0.021993867783957,0.372899233150625,0.1013890939744012,0.0502341479855394,True,True,True,True,0.575121536926959,0.53715643448108,0.3784234050955731,0.3701615157541887,False,False,False
10.1002/adma.201605887,301,2017.0,https://DOI.org/10.1002/adma.201605887,tematdb,v1.1.6,True,True,True,0.9806451612903224,True,307.188498402555,914.853713428357,300.062656641604,920.363408521303,308.0,914.0,302.0,920.0,308.0,914.0,606.0,618.0,606.0,0.7775981473957673,0.778132332512588,1.5825264499681249,1.6086140713718229,0.0,-0.0005341851168206,-0.026087621403698,0.0684388484598248,0.0246678977182083,0.0157237473446343,True,True,True,True,0.0880131320901824,0.0879527113837256,0.0432465747799686,0.0425452255316033,True,False,False
10.1016/j.jallcom.2017.02.295,302,2017.0,https://DOI.org/10.1016/j.jallcom.2017.02.295,tematdb,v1.1.6,True,True,True,0.9886363636363636,True,323.734,670.418,320.699,672.512,324.0,670.0,322.0,672.0,324.0,670.0,346.0,350.0,346.0,0.1753528282591673,0.1710002320680797,0.6168926756232851,0.574805322247067,0.0,0.0043525961910875,0.042087353376218,0.0308947252702818,0.0098910216905487,0.0061594228274629,True,True,True,True,0.1761860676955842,0.1806706628209825,0.0500811996820467,0.0537481545047392,True,False,False
10.1126/science.aax5123,303,,https://DOI.org/10.1126/science.aax5123,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1016/j.nanoen.2019.02.045,304,2019.0,https://DOI.org/10.1016/j.nanoen.2019.02.045,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1021/jacs.8b09147,305,2018.0,https://DOI.org/10.1021/jacs.8b09147,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1002/adfm.202008851,306,2021.0,https://DOI.org/10.1002/adfm.202008851,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1002/aenm.201902435,307,2019.0,https://DOI.org/10.1002/aenm.201902435,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1002/aenm.202100544,308,2021.0,https://DOI.org/10.1002/aenm.202100544,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1002/adfm.202009681,309,2021.0,https://DOI.org/10.1002/adfm.202009681,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1002/adma.202008773,310,2021.0,https://DOI.org/10.1002/adma.202008773,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1002/aenm.202100190,311,2021.0,https://DOI.org/10.1002/aenm.202100190,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1038/s41467-022-33774-z,312,2022.0,https://DOI.org/10.1038/s41467-022-33774-z,tematdb,v1.1.6,True,True,True,1.0,True,300.188323917137,797.363465160075,300.181818181818,797.636363636363,302.0,796.0,302.0,796.0,302.0,796.0,494.0,494.0,494.0,1.5579750530796488,1.5583057863847307,2.330814562251692,2.34554657594294,0.0,-0.0003307333050819,-0.0147320136912481,0.0263884424894644,0.0092595040000095,0.006604145241259,True,True,True,True,0.016937654064038,0.0169340592328067,0.0113215538107724,0.0112504448899532,True,True,False
10.1016/j.apsusc.2021.150873,313,2021.0,https://DOI.org/10.1016/j.apsusc.2021.150873,tematdb,v1.1.6,True,True,True,0.9966666666666668,True,300.372323921811,899.793956043956,299.441340782122,899.627560521415,302.0,898.0,300.0,898.0,302.0,898.0,596.0,598.0,596.0,1.929119405852384,1.933434865391327,2.617219546948677,2.631561119965855,-1.0,-0.0043154595389427,-0.014341573017178,0.024895115190652,0.0108725813452484,0.0088863568337322,True,True,True,True,0.0129049114923252,0.0128761075101504,0.0095120469429766,0.0094602078598026,True,True,False
,314,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,315,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,316,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,317,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,318,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,319,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,320,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,321,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,322,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,323,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,324,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,325,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,326,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,327,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,328,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,329,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1038/s41563-021-01064-6,330,2021.0,https://DOI.org/10.1038/s41563-021-01064-6,tematdb,v1.1.6,True,True,True,0.98744769874477,True,311.74823,783.21932,304.1,783.4,312.0,782.0,306.0,782.0,312.0,782.0,470.0,476.0,470.0,1.582400198150864,1.594076259692789,3.0657485106382985,3.062624825426401,-3.0,-0.0116760615419251,0.0031236852118974,0.0590979085263492,0.0122709771534317,0.0075147291390434,True,True,True,True,0.0373470052616328,0.0370734512649593,0.0192768285856705,0.0192964897416454,True,False,False
10.1126/science.aaq1479,331,2018.0,https://DOI.org/10.1126/science.aaq1479,tematdb,v1.1.6,True,True,True,1.0,True,303.556187766714,772.972972972972,302.889715295982,773.619663069763,304.0,772.0,304.0,772.0,304.0,772.0,468.0,468.0,468.0,1.1405307065545278,1.184123749232998,2.7886029378943875,2.833367076715478,0.0,-0.0435930426784703,-0.0447641388210904,0.0732383305667083,0.0456549263648559,0.0435930426784701,True,True,True,True,0.0642142558247789,0.0618502336551797,0.0262634488300471,0.0258485147119053,True,False,False
10.1016/j.joule.2019.01.001,332,2019.0,https://DOI.org/10.1016/j.joule.2019.01.001,tematdb,v1.1.6,True,True,True,0.9914893617021276,True,307.837445573294,773.749889885304,306.521739130434,776.708074534161,308.0,772.0,308.0,776.0,308.0,772.0,464.0,468.0,464.0,0.6636483299382594,0.6481939388872429,2.470030696544488,2.390367368079923,2.0,0.0154543910510165,0.0796633284645649,0.0868602053173834,0.0272669079999088,0.0165943744985497,True,True,True,True,0.1308828808858213,0.1340034210540394,0.0351656379974948,0.0363375966712407,True,False,False
10.1063/1.4965865,333,2016.0,https://DOI.org/10.1063/1.4965865,tematdb,v1.1.6,True,True,True,1.0,True,423.05129913391,773.017988007994,422.721268163804,773.051519154557,424.0,772.0,424.0,772.0,424.0,772.0,348.0,348.0,348.0,0.787028649657165,0.7070168713139517,1.1214004836904994,1.068217178191805,0.0,0.0800117783432132,0.0531833054986943,0.1079195481913732,0.0811161673310479,0.0800117783432132,True,True,True,True,0.1371227695947076,0.1526406972309031,0.0962364023923129,0.1010277220724451,False,False,False
,334,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,335,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,336,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,337,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,338,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,339,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,340,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,341,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,342,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,343,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,344,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,345,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,346,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,347,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,348,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,349,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
,350,,,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1038/s41467-021-21391-1,351,2021.0,https://DOI.org/10.1038/s41467-021-21391-1,tematdb,v1.1.6,True,True,True,1.0,True,311.150707571531,540.887850467289,310.280373831775,540.654205607476,312.0,540.0,312.0,540.0,312.0,540.0,228.0,228.0,228.0,0.937251857365156,0.94144567292614,1.158387067042701,1.1609236459115748,0.0,-0.0041938155609838,-0.0025365788688738,0.0100342603502214,0.0054688177043023,0.0049732662137221,True,True,True,True,0.010706044774806,0.0106583530402063,0.0086622689735637,0.0086433422090756,True,True,True
10.1038/s41467-021-21391-1,352,2021.0,https://DOI.org/10.1038/s41467-021-21391-1,tematdb,v1.1.6,True,True,True,0.9915254237288136,True,308.721008178039,543.87865795387,308.878504672897,544.859813084112,310.0,542.0,310.0,544.0,310.0,542.0,232.0,234.0,232.0,0.941279201740495,0.9395090783425372,1.0086130461917624,1.0105564725718807,1.0,0.0017701233979577,-0.0019434263801183,0.0057872118042313,0.0029415019404767,0.002331520703001,True,True,True,True,0.0061482414500717,0.0061598253147708,0.0057377919372372,0.0057267574463234,True,True,True
10.1038/s41467-018-04958-3,353,2018.0,https://DOI.org/10.1038/s41467-018-04958-3,tematdb,v1.1.6,True,True,True,0.997005988023952,True,305.410320527392,971.232876712328,302.405826789575,971.835666325253,306.0,970.0,304.0,970.0,306.0,970.0,664.0,666.0,664.0,0.8472610289348678,0.8626107097257358,1.4167472616450285,1.4509812847755597,-1.0,-0.015349680790868,-0.0342340231305311,0.0342340231305311,0.0168493230109249,0.0135802453869336,True,True,True,True,0.040405520803392,0.03968652689394,0.024163818104565,0.0235937041295653,True,True,False
10.1038/nnano.2016.182,354,2016.0,https://DOI.org/10.1038/nnano.2016.182,tematdb,v1.1.6,True,True,True,0.9855072463768116,True,304.517542506248,850.272368668211,300.0,849.897119341563,306.0,850.0,300.0,848.0,306.0,848.0,544.0,548.0,542.0,1.0907233356018815,1.1067607854652677,1.6284751974723528,1.634078085790125,-4.0,-0.0160374498633859,-0.0056028883177721,0.01383389236921,0.0069277676187312,0.0060162550757541,True,True,True,True,0.0126832276505538,0.0124994421115078,0.0084949972776265,0.0084658698317473,True,True,True
10.1038/ncomms12167,355,2016.0,https://DOI.org/10.1038/ncomms12167,tematdb,v1.1.6,True,True,True,0.9967532467532468,True,301.451612903225,915.483870967742,300.61099796334,916.496945010183,302.0,914.0,302.0,916.0,302.0,914.0,612.0,614.0,612.0,1.4525505560508232,1.424780834155304,2.433646009781623,2.500079429860792,1.0,0.0277697218955192,-0.0664334200791687,0.0868655978758354,0.0403082211120077,0.0312825965559108,True,True,True,True,0.0598021167070457,0.0609676911658729,0.0356936043807086,0.0347451352298323,True,False,False
10.1038/s41467-019-10476-7 ,356,2019.0,https://DOI.org/10.1038/s41467-019-10476-7 ,tematdb,v1.1.6,True,True,True,0.9927007299270072,True,328.198327123787,872.628726287262,325.385694249649,873.492286115007,330.0,872.0,326.0,872.0,330.0,872.0,542.0,546.0,542.0,0.7353806897923567,0.7476398167686843,1.2905084506739086,1.2986013579686824,-2.0,-0.0122591269763275,-0.0080929072947737,0.0236216340188067,0.0111950092914376,0.0091832210038931,True,True,True,True,0.032121640324111,0.0315949384837474,0.0183041296680168,0.0181900579988277,True,True,False
10.1126/sciadv.abf2738,357,2021.0,https://DOI.org/10.1126/sciadv.abf2738,tematdb,v1.1.6,True,True,True,0.9641434262948207,True,306.966773847802,791.018477346633,300.137774385135,803.514177728956,308.0,790.0,302.0,802.0,308.0,790.0,482.0,500.0,482.0,1.7679943955975037,1.7712810067300029,2.6463731775104744,2.580255124176696,3.0,-0.0032866111324989,0.0661180533337786,0.1187561951139737,0.0588380886792547,0.0496070501474528,True,True,True,True,0.0671700065394378,0.0670453726217117,0.0448750751115499,0.0460249817939481,False,False,False
10.1126/science.abb3517,358,2021.0,https://DOI.org/10.1126/science.abb3517,tematdb,v1.1.6,True,True,True,1.0,True,315.508928321139,572.795121492986,314.085914085914,573.026973026973,316.0,572.0,316.0,572.0,316.0,572.0,256.0,256.0,256.0,1.8694563088879723,1.8596188855174505,2.541428664793143,2.53045918257312,0.0,0.009837423370522,0.0109694822200228,0.0259030783969791,0.0118187801637675,0.0098374233705222,True,True,True,True,0.013855942112061,0.0139292403398944,0.0101923295175737,0.0102365130310615,True,True,False
10.1126/science.aax5123,359,2019.0,https://DOI.org/10.1126/science.aax5123,tematdb,v1.1.6,True,True,True,0.9965156794425089,True,301.467713998384,873.10154706334,300.0,872.907488986784,302.0,872.0,300.0,872.0,302.0,872.0,570.0,572.0,570.0,1.2452935021872114,1.2125612857509125,1.639565781775293,1.6094106180255383,-1.0,0.0327322164362988,0.0301551637497548,0.0905284494096598,0.0406314454779902,0.034660341243706,True,True,True,True,0.0726964761726109,0.074658865059837,0.0552148931234935,0.0562494421223107,True,False,False
10.1126/science.abe1292,360,2021.0,https://DOI.org/10.1126/science.abe1292,tematdb,v1.1.6,True,True,True,0.9966666666666668,True,300.694634446361,899.912932947348,299.424184261036,899.424184261036,302.0,898.0,300.0,898.0,302.0,898.0,596.0,598.0,596.0,1.0096327998345116,0.9935269047156212,1.7692824208126992,1.7255839618672923,-1.0,0.0161058951188903,0.0436984589454068,0.0488946532687415,0.023937928255992,0.0194566897297879,True,True,True,True,0.0484281545496103,0.0492132150993301,0.0276353015740032,0.0283351342787351,True,True,False
10.1126/science.aax7792,361,2019.0,https://DOI.org/10.1126/science.aax7792,tematdb,v1.1.6,True,True,True,0.971264367816092,True,2.03550593977274,340.576863124405,2.1066208082545,350.30094582975,4.0,340.0,4.0,350.0,4.0,340.0,336.0,346.0,336.0,0.3188955688305278,0.3043774342556625,0.9345042293233148,0.8642761807922533,5.0,0.0145181345748652,0.0702280485310614,0.0167884694451474,0.0057512642469072,0.0040341661018687,True,True,True,True,0.0526456654970625,0.0551567480230677,0.0179651080416234,0.0194248896570978,True,False,False
10.1039/d0ee02638g,362,2020.0,https://DOI.org/10.1039/d0ee02638g,tematdb,v1.1.6,True,True,True,0.9955555555555556,True,324.258532870613,772.516345397912,323.65930599369,772.791798107255,326.0,772.0,324.0,772.0,326.0,772.0,446.0,448.0,446.0,0.8029159324994597,0.8085500180119435,1.3695419187425786,1.37556133508398,-1.0,-0.0056340855124837,-0.0060194163414013,0.0113025601759035,0.0046740108966369,0.0037388123656312,True,True,True,True,0.0140768911394234,0.0139788014644959,0.0082528033798927,0.0082166893526514,True,True,True
10.1039/d0ee03459b,363,2021.0,https://DOI.org/10.1039/d0ee03459b,tematdb,v1.1.6,True,True,True,0.9952830188679244,True,300.477326968973,722.787878787878,300.0,722.857142857142,302.0,722.0,300.0,722.0,302.0,722.0,420.0,422.0,420.0,0.9425513872530732,0.9426776274481378,1.4108369910282987,1.38840328585651,-1.0,-0.0001262401950644,0.0224337051717886,0.030757282380966,0.0110380440953275,0.0072980530286602,True,True,True,True,0.0326319421910816,0.0326275722319062,0.0218007342992533,0.0221529887564273,True,True,False
10.1039/d0ee02791j,364,2021.0,https://DOI.org/10.1039/d0ee02791j,tematdb,v1.1.6,True,True,True,0.99601593625498,True,300.224131968903,800.407795355603,299.593074461799,800.464526870092,302.0,800.0,300.0,800.0,302.0,800.0,498.0,500.0,498.0,1.158869457454121,1.1499658455773931,2.0191314283807853,2.0591322769565075,-1.0,0.0089036118767276,-0.0400008485757221,0.0678855963754525,0.0297477795318307,0.0247450610421837,True,True,True,True,0.0585791574182893,0.0590327066117059,0.0336211875171951,0.0329680599615438,True,False,False
10.1039/d0ee01349h,365,2016.0,https://DOI.org/10.1039/d0ee01349h,tematdb,v1.1.6,True,True,True,0.9927536231884058,True,300.999358984381,575.508825690655,300.0,575.41412380122,302.0,574.0,300.0,574.0,302.0,574.0,272.0,274.0,272.0,1.2471823033507226,1.2169162065346877,1.3886550853673096,1.3573142168743555,-1.0,0.030266096816035,0.0313408684929541,0.035975187645451,0.0318319154921332,0.0316728014316184,True,True,True,True,0.0288451716712134,0.0295625840565429,0.0259064961663502,0.0265046863859536,True,True,False
10.1039/c9ee01137d,366,2019.0,https://DOI.org/10.1039/c9ee01137d,tematdb,v1.1.6,True,True,True,0.9644444444444444,True,332.162498004613,766.511939452935,323.133604103565,772.077259877226,334.0,766.0,324.0,772.0,334.0,766.0,432.0,448.0,432.0,0.9802333780552368,0.9791685358874336,1.320426995551326,1.306895218207014,-2.0,0.0010648421678032,0.0135317773443119,0.0430985626002222,0.0185326866703641,0.0144962543326968,True,True,True,True,0.0439676546066294,0.0440154692686907,0.0326398678195965,0.0329778256127917,True,True,False
10.1039/c9ee03087e,367,2020.0,https://DOI.org/10.1039/c9ee03087e,tematdb,v1.1.6,True,True,True,1.0,True,308.98201899213,932.179852503411,309.114927344782,932.694848084544,310.0,932.0,310.0,932.0,310.0,932.0,622.0,622.0,622.0,0.6637970032271835,0.6681251065474586,1.3720735884355466,1.393029111187421,0.0,-0.0043281033202751,-0.0209555227518742,0.0457962012828421,0.0115212480320516,0.0079139937778879,True,True,True,True,0.0689912745315128,0.0685443502033538,0.0333773652294112,0.032875265071672,True,True,False
10.1039/c9ee03897c,368,2020.0,https://DOI.org/10.1039/c9ee03897c,tematdb,v1.1.6,True,True,True,0.9921875,True,302.41302054161,811.964735516372,300.61425061425,813.513513513513,304.0,810.0,302.0,812.0,304.0,810.0,506.0,510.0,506.0,1.071591962866198,1.0555257959388231,1.8365649011227885,1.812397832093252,0.0,0.0160661669273747,0.0241670690295365,0.0320054718098057,0.0199091013178956,0.0169956993450209,True,True,True,True,0.0298672189778284,0.0303218281665384,0.0174268123006375,0.0176591867652151,True,True,False
10.1039/c8ee03386b,369,2019.0,https://DOI.org/10.1039/c8ee03386b,tematdb,v1.1.6,True,True,True,1.0,True,299.759111752381,873.066330264627,300.0,873.576799140709,300.0,872.0,300.0,872.0,300.0,872.0,572.0,572.0,572.0,0.6897865544261516,0.6809762743120527,1.3947414879002016,1.349234392069792,0.0,0.0088102801140989,0.0455070958304095,0.0455070958304095,0.0183534266138365,0.0119415834745934,True,True,True,True,0.065972720892288,0.0668262574586501,0.0326276204050694,0.0337280876457643,True,True,False
10.1039/c9ee02044f,370,2019.0,https://DOI.org/10.1039/c9ee02044f,tematdb,v1.1.6,True,True,True,0.991150442477876,True,298.677937944341,523.052836293596,297.272229253641,523.050985133271,300.0,522.0,298.0,522.0,300.0,522.0,222.0,224.0,222.0,0.66429364068582,0.6567498441090382,1.0687079202035372,1.171388434312422,-1.0,0.0075437965767817,-0.1026805141088846,0.1026805141088846,0.058177403920444,0.0488926458659254,True,True,True,True,0.1545709725639956,0.1563464613351882,0.0960791177530798,0.0876571008396167,False,False,False
10.1039/c6ee00322b,371,2016.0,https://DOI.org/10.1039/c6ee00322b,tematdb,v1.1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False
10.1039/c6ee02017h,372,2016.0,https://DOI.org/10.1039/c6ee02017h,tematdb,v1.1.6,True,True,True,0.9867549668874172,True,300.301204819277,599.691358024691,300.0,600.283018867924,302.0,598.0,300.0,600.0,302.0,598.0,296.0,300.0,296.0,1.1336518233569262,1.1369344277596185,1.3738309390165664,1.3729573324791224,0.0,-0.0032826044026923,0.0008736065374439,0.011913073838659,0.0044225069926039,0.0036846752368675,True,True,True,True,0.0105085826117074,0.0104782417945899,0.0086714263744757,0.0086769439638359,True,True,True
10.1039/c7ee00098g,373,2017.0,https://DOI.org/10.1039/c7ee00098g,tematdb,v1.1.6,True,True,True,1.0,True,302.651113467656,769.276259916437,302.553999548572,769.126905072669,304.0,768.0,304.0,768.0,304.0,768.0,464.0,464.0,464.0,1.1749543226415522,1.1692486171293417,1.555569000104999,1.5497238035334608,0.0,0.0057057055122107,0.0058451965715382,0.010126030902255,0.006065568885051,0.0057057055122111,True,True,True,True,0.0086182336684285,0.0086602889701215,0.006509535032886,0.0065340874800832,True,True,True
10.1039/c7ee01193h,374,2017.0,https://DOI.org/10.1039/c7ee01193h,tematdb,v1.1.6,True,True,True,0.988593155893536,True,325.555555555555,844.996180290297,325.945951494201,850.170979109045,326.0,844.0,326.0,850.0,326.0,844.0,518.0,524.0,518.0,1.271728932976392,1.2642460227227497,2.611620285507972,2.598414305508789,3.0,0.0074829102536422,0.0132059799991828,0.0531210760122893,0.0186450027494257,0.0144496701177389,True,True,True,True,0.0417707536840914,0.0420179894241508,0.0203402754631142,0.0204436513067487,True,False,False
10.1039/c7ee01871a,375,2017.0,https://DOI.org/10.1039/c7ee01871a,tematdb,v1.1.6,True,True,True,1.0,True,298.887146542566,772.711114331222,298.069498069498,772.972972972973,300.0,772.0,300.0,772.0,300.0,772.0,472.0,472.0,472.0,0.9988119721903088,1.0076232239413638,1.769440299778569,1.77958605069939,0.0,-0.008811251751055,-0.0101457509208209,0.0537516936916564,0.0159251992618864,0.0121553790250859,True,True,True,True,0.0538156281544999,0.0533450325622748,0.0303777944349877,0.0302046049813279,True,False,False
10.1039/c7ee02530k,376,2017.0,https://DOI.org/10.1039/c7ee02530k,tematdb,v1.1.6,True,True,True,0.9966329966329966,True,308.136973277994,900.0,307.834602829162,900.652883569096,310.0,900.0,308.0,900.0,310.0,900.0,590.0,592.0,590.0,0.4819289059003887,0.4825028687965813,1.1125114230089292,1.0803493760824674,-1.0,-0.0005739628961926,0.0321620469264618,0.0321620469264618,0.0109604555507575,0.0082113324878297,True,True,True,True,0.0667360818840559,0.0666566957553594,0.0289094082642994,0.029770042579269,True,True,False
10.1039/c7ee02677c,377,2017.0,https://DOI.org/10.1039/c7ee02677c,tematdb,v1.1.6,True,True,True,1.0,True,297.977528089887,522.307498106538,297.716937876051,522.891182497871,298.0,522.0,298.0,522.0,298.0,522.0,224.0,224.0,224.0,1.0171689036672449,1.0141065928695474,1.1449631462879,1.1430318113718376,0.0,0.0030623107976972,0.0019313349160623,0.0104168366680877,0.004706707223392,0.0037896243384067,True,True,True,True,0.0102410097580957,0.0102719346677472,0.0090979667789835,0.0091133392478252,True,True,True
10.1039/c8ee00112j,378,2018.0,https://DOI.org/10.1039/c8ee00112j,tematdb,v1.1.6,True,True,True,1.0,True,305.01002004008,769.102963045295,304.442652137827,768.555616538602,306.0,768.0,306.0,768.0,306.0,768.0,462.0,462.0,462.0,1.0410725349211982,1.0410046475499966,1.4085020037948368,1.4209131735967675,0.0,6.788737120166921e-05,-0.0124111698019306,0.0175959799285085,0.005716642405763,0.0044666804173978,True,True,True,True,0.0169017809405955,0.016902883161877,0.0124926907317851,0.0123835715337677,True,True,True
10.1039/c8ee00290h,379,2018.0,https://DOI.org/10.1039/c8ee00290h,tematdb,v1.1.6,True,True,True,0.9910714285714286,True,298.333333333333,521.666666666666,298.668270584048,522.027309083377,300.0,520.0,300.0,522.0,300.0,520.0,220.0,222.0,220.0,1.1675089262750102,1.2326382887707228,1.3695709177467943,1.4668328077344766,1.0,-0.0651293624957125,-0.0972618899876822,0.0997160033063371,0.0696712261992019,0.0609543443588519,True,True,True,True,0.0854091999317602,0.080896402630638,0.0728082073109357,0.0679804833792533,True,False,False
10.1039/c8ee01151f,380,2018.0,https://DOI.org/10.1039/c8ee01151f,tematdb,v1.1.6,True,True,True,1.0,True,299.602574109176,872.151104301839,300.0,873.941368078175,300.0,872.0,300.0,872.0,300.0,872.0,572.0,572.0,572.0,1.0400098157535826,1.015579103618108,1.5443229864306092,1.4990330896586403,0.0,0.0244307121354747,0.0452898967719688,0.0732131020575355,0.0350285313161112,0.0261180872687553,True,True,True,True,0.0703965490984197,0.0720900044090175,0.0474078950458108,0.0488402174459054,True,False,False
10.1039/c8ee01755g,381,2018.0,https://DOI.org/10.1039/c8ee01755g,tematdb,v1.1.6,True,True,True,0.9902912621359224,True,303.717931242925,914.184035700104,302.698945817067,921.825423408829,304.0,914.0,304.0,920.0,304.0,914.0,610.0,616.0,610.0,1.0036667807594373,0.930033693517057,1.5419542370804806,1.421440483732547,3.0,0.0736330872423802,0.1205137533479336,0.1704342983396212,0.0862523203936582,0.0704393701067708,True,True,True,True,0.1698116362989118,0.1832560470955619,0.1105313596480785,0.1199025216251611,False,False,False
