sample_id,doi,doilink,fraction_Ts_TEPZToverTEPZTex,is_temperature_range_valid,autoTc,autoTh,ztTc,ztTh,Tc_ofTEP,Th_ofTEP,Tc_ofZT,Th_ofZT,Tc_ofTEPZT,Th_ofTEPZT,deltaT_ofTEP,deltaT_ofZT,deltaT_ofTEPZT,avg_ZT_ofRawFig,avg_ZT_ofTEPEval,peak_ZT_ofRawFig,peak_ZT_ofTEPEval,d_Tmid,d_avgZT,d_peakZT,errdZT_Linf,errdZT_L2,errdZT_L1,is_avg_ZT_ofRawFig_positiveFinite,is_avg_ZT_ofTEPEval_positiveFinite,ispeak_ZT_ofRawFig_positiveFinite,is_peak_ZT_ofTEPEval_positiveFinite,errdZT_Linf_over_avg_ZT_ofRawFig,errdZT_Linf_over_avg_ZT_ofTEPEval,errdZT_Linf_over_peak_ZT_ofRawFig,errdZT_Linf_over_peak_ZT_ofTEPEval
72,10.1002/adfm.201600718,https://doi.org/10.1002/adfm.201600718,0.9920634920634921,True,301.225,550.375,298.464,550.211,302,550,300,550,302,550,248,250,248,0.2547899670731178,0.26183453785237865,0.2903433801924524,0.297859701947158,-1.0,-0.00704457077926085,-0.007516321754705568,0.01356285015287731,0.007781221638484722,0.00684853321279194,True,True,True,True,0.05323149223134496,0.05179931671399284,0.04671313719598929,0.04553435749856299
73,10.1111/j.1551-2916.2012.05284.x,https://doi.org/10.1111/j.1551-2916.2012.05284.x,0.988950276243094,True,326.382,1047.7,330.769,1050.77,328,1046,332,1050,332,1046,718,718,714,0.1585629346551095,0.1406908048862758,0.3956104643838395,0.3797410021012236,4.0,0.017872129768833706,0.01586946228261593,0.0267470015632051,0.017498038196204147,0.0158971702736196,True,True,True,True,0.16868382022181,0.19011193791111955,0.06760943900931277,0.07043485274227888
74,10.1016/j.jallcom.2013.03.167,https://doi.org/10.1016/j.jallcom.2013.03.167,1.0,True,303.079,472.446,302.727,473.117,304,472,304,472,304,472,168,168,168,0.4322642718382132,0.43323333588260404,0.4788368515301086,0.480440606988217,0.0,-0.0009690640443908438,-0.0016037554581084246,0.003313516088341295,0.0014611660707447615,0.0012949264279884442,True,True,True,True,0.007665486842691153,0.007648340545149506,0.006919927064412556,0.006896827703871751
75,10.1063/1.4893236,https://doi.org/10.1063/1.4893236,0.9950738916256158,True,305.381,710.762,306.241,710.78,306,710,308,710,308,710,404,402,402,0.48527006286571756,0.49102869442057884,0.7455770059095528,0.7595075406117195,1.0,-0.005758631554861282,-0.013930534702166764,0.02905630756054889,0.012989316269145686,0.010104405341925325,True,True,True,True,0.05987657138575487,0.05917435761027319,0.03897157145438275,0.038256772983644736
76,10.1021/nn2017183,https://doi.org/10.1021/nn2017183,0.8711656441717791,True,306.526,596.769,313.982,632.803,308,596,314,632,314,596,288,318,282,0.11939933765418691,0.07060977708006697,0.3579478208887886,0.3391567873244407,21.0,0.04878956057411994,0.018791033564347914,0.13357975509967251,0.052955375188562415,0.0332607832423179,True,True,True,True,1.1187646240262736,1.8918025325048347,0.3731821994836913,0.3938584162017339
77,10.1021/cm803437x,https://doi.org/10.1021/cm803437x,1.0,True,288.211,724.469,288.496,724.779,290,724,290,724,290,724,434,434,434,0.6798361650106712,0.7055408308557863,1.2268814889422497,1.3149378106818204,0.0,-0.025704665845115104,-0.08805632173957068,0.104020034450514,0.04890024198571917,0.0320995446817714,True,True,True,True,0.15300750357827936,0.1474330469639054,0.08478409315653984,0.07910642891664788
78,10.1021/ja910762q,https://doi.org/10.1021/ja910762q,0.985781990521327,True,298.239,715.888,295.439,717.301,300,714,296,716,300,714,414,420,414,0.7207041285261491,0.6942891693536171,1.1334256724107648,1.1000326000958285,-1.0,0.026414959172532004,0.03339307231493627,0.06761646305284541,0.03517364422977347,0.02929585752335671,True,True,True,True,0.09382000237895419,0.0973894827076106,0.05965672447583359,0.06146769018205011
79,10.1039/c3ee40482j,https://doi.org/10.1039/c3ee40482j,1.0,True,306.427,812.767,307.453,813.043,308,812,308,812,308,812,504,504,504,1.013919980158455,1.0722816140100901,1.6418100432691338,1.8192843216396648,0.0,-0.058361633851635064,-0.17747427837053098,0.18517200389361554,0.0855089848818633,0.06642766843514589,True,True,True,True,0.18262980069164525,0.17268971273424547,0.11278527905999733,0.10178288335202369
80,10.1103/PhysRevB.82.115209,https://doi.org/10.1103/PhysRevB.82.115209,0.9282051282051282,True,302.0,687.887,324.309,690.055,302,686,326,690,326,686,384,364,360,0.6983688508302813,0.6435680973675916,1.2668235354529,1.2905954062831548,14.0,0.054800753462689755,-0.023771870830254782,0.10626271542505927,0.029545126770226863,0.01810433432654747,True,True,True,True,0.15215844077055407,0.16511495187488204,0.0838812292724491,0.0823361953000361
81,10.1103/PhysRevB.83.195209,https://doi.org/10.1103/PhysRevB.83.195209,0.9651898734177216,True,305.535055350553,914.566929133858,304.946996466431,937.667844522968,306,914,306,936,306,914,608,630,608,0.6095442240714198,0.6908209485495805,0.930383275261324,1.0894545411499168,11.0,-0.0812767244781607,-0.15907126588859277,0.17176370755035786,0.10501688331070527,0.09277412899474964,True,True,True,True,0.2817903948019897,0.24863708593519918,0.1846160739530848,0.1576602795827182
83,10.1007/s11664-013-2819-1,https://doi.org/10.1007/s11664-013-2819-1,0.9933774834437086,True,420.241,722.169,422.554,723.27,422,722,424,722,424,722,300,298,298,0.5725681431757627,0.5822023143494772,0.7875934642857144,0.7944345660070183,1.0,-0.009634171173714567,-0.006841101721303922,0.025861886974622217,0.01340131038329083,0.01114551926193593,True,True,True,True,0.04516822544680648,0.04442079039743934,0.032836594191493096,0.03255382895108537
84,10.1063/1.4890320,https://doi.org/10.1063/1.4890320,0.8545454545454545,True,310.0,778.182,298.852,849.773,310,778,300,848,310,778,468,548,468,0.39497487337692294,0.34854250234410566,0.8157500988581609,0.647718824682298,30.0,0.04643237103281728,0.16803127417586283,0.017737205273356288,0.008356074133311308,0.006918429484058612,True,True,True,True,0.04490717376958241,0.05088964804597883,0.021743430124230186,0.027384112669654577
85,10.1039/c5ee01147g,https://doi.org/10.1039/c5ee01147g,0.9967741935483871,True,302.23,922.489,302.174,921.739,304,922,304,920,304,920,618,616,616,1.4608506481787307,1.4387296116287571,2.2781829998000003,2.2551436477896702,-1.0,0.02212103654997355,0.023039352010330028,0.10387196045877145,0.041346115839861454,0.03347135947849568,True,True,True,True,0.07110375081003012,0.07219699908809138,0.04559421278619421,0.04606001952938975
86,10.1016/j.jssc.2009.07.004,https://doi.org/10.1016/j.jssc.2009.07.004,0.972972972972973,True,85.0,300.0,80.0,300.0,86,300,80,300,86,300,214,220,214,0.09257239095495494,0.09227089965044301,0.272607,0.2676702368038282,-3.0,0.0003014913045119305,0.004936763196171812,0.009786558919367694,0.0034396399397439497,0.002773404905132495,True,True,True,True,0.10571790161636598,0.10606333043725456,0.035899881218632294,0.036561998958965794
87,10.1063/1.3517088,https://doi.org/10.1063/1.3517088,0.98989898989899,True,327.143,720.714,328.355,723.409,328,720,330,722,330,720,392,392,390,0.37116210560791807,0.38045950781885673,0.6142958225049817,0.6081851235890665,2.0,-0.009297402210938666,0.0061106989159152025,0.03131743020443012,0.013441620849893043,0.012346093646910519,True,True,True,True,0.08437669075385809,0.08231475245281787,0.05098102421846788,0.05149325261298305
88,10.1007/s11664-013-2832-4,https://doi.org/10.1007/s11664-013-2832-4,0.9955555555555555,True,322.598,770.833,322.788,773.19,324,770,324,772,324,770,446,448,446,0.5874920295559192,0.575019269042448,1.0610036247987749,1.0634486688318137,1.0,0.012472760513471126,-0.0024450440330388012,0.0430201453233332,0.01752251623040041,0.015103321417188625,True,True,True,True,0.07322677272039216,0.07481513688223454,0.04054665254465291,0.04045342909741976
89,10.1016/j.jallcom.2015.03.117,https://doi.org/10.1016/j.jallcom.2015.03.117,0.9933333333333333,True,301.378,599.882,299.224,599.882,302,598,300,598,302,598,296,298,296,0.6794363625459544,0.6735205486577542,1.0223717609149678,1.0267030616585062,-1.0,0.005915813888200172,-0.00433130074353838,0.027953603906528512,0.013470496763892286,0.01106805293731332,True,True,True,True,0.04114234304708388,0.04150371352772636,0.027341917074774773,0.027226571099703428
90,10.1021/nl400319u,https://doi.org/10.1021/nl400319u,0.9933774834437086,True,319.949,620.437,320.764,620.408,320,620,322,620,322,620,300,298,298,0.7580719165990344,0.7571782289191568,1.2034691387579173,1.1958890810929426,1.0,0.0008936876798776305,0.007580057664974715,0.04318841210473856,0.013311708447972146,0.0100775715752289,True,True,True,True,0.05697139170976852,0.05703863430725997,0.035886597099874684,0.036114061736618554
91,10.1103/PhysRevB.87.045203,https://doi.org/10.1103/PhysRevB.87.045203,0.9904306220095693,True,324.718,739.602649006623,323.673,741.968,326,738,324,740,326,738,412,416,412,0.8646235443429767,0.8691331553327036,1.5652054067751402,1.5818458922837262,0.0,-0.004509610989726909,-0.01664048550858599,0.05466662581266735,0.022324639191498435,0.016251038656322707,True,True,True,True,0.06322592782759374,0.06289787183615266,0.03492616724682759,0.0345587557418407
92,10.1039/c5tc03068d,https://doi.org/10.1039/c5tc03068d,0.9458483754512635,True,305.0,828.333,298.911,852.139,306,828,300,852,306,828,522,552,522,0.9958801913129847,0.9316850427470479,1.7116133084029916,1.5757949212230475,9.0,0.06419514856593678,0.1358183871799441,0.21733989572778722,0.0938060642127576,0.06797140275996859,True,True,True,True,0.21823899865027213,0.23327614564570714,0.12697955470478003,0.13792397272044743
94,10.1021/acsnano.6b03696,https://doi.org/10.1021/acsnano.6b03696,0.9867549668874173,True,323.056379821958,622.11482132396,321.429,621.429,324,622,322,620,324,620,298,298,296,0.6486212677983983,0.64445489494306,1.8487763478000003,1.951776764286598,-2.0,0.004166372855338385,-0.10300041648659763,0.06348936971175356,0.02581148965120891,0.020125894654099388,True,True,True,True,0.09788357684794119,0.09851638991331285,0.034341292708176624,0.032529011961549725
95,10.1007/s13391-012-2207-7,https://doi.org/10.1007/s13391-012-2207-7,1.0,True,322.761760242792,723.042836041359,323.335826477187,723.335826477187,324,722,324,722,324,722,398,398,398,0.7771750418483834,0.5910852586992569,1.3299296462017338,1.0947129735534995,0.0,0.1860897831491265,0.23521667264823432,0.28211000416477794,0.19647867631039978,0.1860897831491266,True,True,True,True,0.36299416344331586,0.4772746401857317,0.2121240059355631,0.25770225710309536
96,10.1038/ncomms4640,https://doi.org/10.1038/ncomms4640,0.987012987012987,True,305.659,913.636,302.006,919.63,306,912,304,918,306,912,606,614,606,0.8913684964100654,0.8695302448901022,1.426284230755152,1.398256278299921,2.0,0.021838251519963214,0.02802795245523093,0.12699872389246014,0.03440088661689876,0.023401182003855926,True,True,True,True,0.1424761189159591,0.146054406547424,0.08904166585731664,0.09082650002249398
97,10.1016/j.jallcom.2012.08.041,https://doi.org/10.1016/j.jallcom.2012.08.041,0.9957983193277311,True,298.792,772.222,296.305,772.906,300,772,298,772,300,772,472,474,472,0.9942990658258557,0.9559746203356579,1.1954221977832362,1.1634072807034517,-1.0,0.038324445490197756,0.032014917079784544,0.06513960460270107,0.04314476016399382,0.04051852435820681,True,True,True,True,0.06551309041872298,0.06813947066903253,0.054490877552294474,0.05599037042583622
98,10.1063/1.4869220,https://doi.org/10.1063/1.4869220,0.9949238578680203,True,327.027,718.411,327.187,720.589,328,718,328,720,328,718,390,392,390,0.7451970093266611,0.6521936208214483,1.5354744386809929,1.622705704736956,1.0,0.09300338850521284,-0.0872312660559631,0.19844195139404053,0.10658049257178095,0.09226921395984819,True,True,True,True,0.2662946159343112,0.30426846423934617,0.12923819921385774,0.12229078311289254
99,10.1016/j.intermet.2013.04.018,https://doi.org/10.1016/j.intermet.2013.04.018,0.9841269841269841,True,300.334,549.615,299.871,550.103,302,548,300,550,302,548,246,250,246,0.3047329211091085,0.30264350256316036,0.4805590799888016,0.470452258573537,0.0,0.0020894185459481296,0.010106821415264589,0.006865530078147275,0.002935255270580402,0.002363637098831938,True,True,True,True,0.022529663198709984,0.022685205596688695,0.014286547407047769,0.014593468206453759
100,10.1002/adfm.201201221,https://doi.org/10.1002/adfm.201201221,1.0,True,299.383,756.997,299.049,757.736,300,756,300,756,300,756,456,456,456,0.8070229275496016,0.8054638690559767,1.3066708808032197,1.25489657864238,0.0,0.0015590584936249208,0.05177430216083967,0.06484868754751738,0.018224189668512133,0.013923455474179896,True,True,True,True,0.08035544633709508,0.08051098260127003,0.049628937554385875,0.051676519524560705
101,10.1016/j.jallcom.2013.01.038,https://doi.org/10.1016/j.jallcom.2013.01.038,1.0,True,473.913,772.283,473.306,773.858,474,772,474,772,474,772,298,298,298,0.35527160495297927,0.3438596100478866,0.9445041785415575,0.936855834033672,0.0,0.011411994905092648,0.0076483445078855405,0.032020735454377836,0.015355272539379239,0.011522317880360055,True,True,True,True,0.09013029751875562,0.09312153715848907,0.03390216388859411,0.03417893585239387
102,10.1039/c1ee01928g,https://doi.org/10.1039/c1ee01928g,0.9955357142857143,True,300.228,747.72,300.055,749.553,302,746,302,748,302,746,444,446,444,0.9570173525004406,0.898123881689771,1.52233185709485,1.4223409167290957,1.0,0.058893470810669646,0.0999909403657544,0.1217158915174732,0.07709514487281911,0.06684219044851773,True,True,True,True,0.1271825335240378,0.13552238616400156,0.0799535863026281,0.085574344438729
103,10.1039/c0ee00456a,https://doi.org/10.1039/c0ee00456a,0.9955555555555555,True,300.0,749.865,300.073,749.697,300,748,302,748,302,748,448,446,446,0.8215652733960778,0.8268612763988954,1.4793941458456847,1.5519406097076949,1.0,-0.005296003002817629,-0.07254646386201014,0.07254646386201014,0.020543436011631278,0.015804575818036546,True,True,True,True,0.08830273894382995,0.08773716454344173,0.049037955210063024,0.04674564439400431
104,10.1002/adfm.201000878,https://doi.org/10.1002/adfm.201000878,0.9874476987447699,True,299.057,773.956,301.198,776.738,300,772,302,776,302,772,472,474,470,0.5102392045015692,0.502714127748484,1.6268105629899432,1.606545839279882,3.0,0.007525076753085225,0.020264723710061272,0.024070575791171445,0.0077497033328749266,0.005483597011920318,True,True,True,True,0.04717508097929275,0.04788123997822942,0.014796176235130732,0.0149828129410617
105,10.1002/aenm.201000072,https://doi.org/10.1002/aenm.201000072,1.0,True,298.356,749.769,298.947,749.474,300,748,300,748,300,748,448,448,448,0.6244226850539953,0.6155188540707462,1.3309817446615173,1.3314240482330115,0.0,0.008903830983249095,-0.00044230357149421806,0.022678728351634536,0.01058791969277239,0.009125515508890425,True,True,True,True,0.0363195138396893,0.036844896304391514,0.01703909797605975,0.017033437530088496
106,10.1002/adma.201103153,https://doi.org/10.1002/adma.201103153,0.9919678714859438,True,301.385,796.825,299.867,795.562,302,796,300,794,302,794,494,494,492,1.1116992652685844,1.1104384912730947,1.742661265436583,1.7785746568955487,-2.0,0.001260773995489739,-0.03591339145896577,0.04313266782651981,0.022572211418910994,0.01905085828122597,True,True,True,True,0.038798863302386945,0.038842914907487675,0.024751033767720733,0.024251255160582717
107,10.1039/c2ee21536e,https://doi.org/10.1039/c2ee21536e,0.5936254980079682,True,300.502,599.816,296.875,799.219,302,598,298,798,302,598,296,500,296,0.8974656897169883,0.6316246286863338,1.3972406257058956,1.1305132255556851,98.0,0.2658410610306544,0.26672740015021046,0.01579622713939144,0.006594480971127648,0.005508581205270041,True,True,True,True,0.01760092594110501,0.025008884109292515,0.01130530192779864,0.013972615960885433
108,10.1038/am.2012.52,https://doi.org/10.1038/am.2012.52,0.9867256637168141,True,300.157,747.781,299.266,750.642,302,746,300,750,302,746,444,450,444,1.0440316119177877,1.0538050108571062,1.6001114426544842,1.6519721669273688,1.0,-0.0097733989393185,-0.05186072427288457,0.05736204670616196,0.015957048407147824,0.01172400345053156,True,True,True,True,0.05494282553455761,0.054433264328005874,0.03584878226419151,0.03472337358616282
109,10.1002/aenm.201400486,https://doi.org/10.1002/aenm.201400486,0.9927536231884058,True,298.868,847.054,295.472,846.792,300,846,296,846,300,846,546,550,546,0.7399456125157565,0.7215007877441243,1.1388772809764716,1.144755015467378,-2.0,0.01844482477163223,-0.00587773449090645,0.07299517963640179,0.037577951348799016,0.030969073896684345,True,True,True,True,0.09864938503821105,0.10117130968717537,0.06409398172717594,0.06376489174550545
110,10.1002/anie.200600865,https://doi.org/10.1002/anie.200600865,0.9844559585492227,True,319.531,698.394,313.155,698.008,320,698,314,698,320,698,378,384,378,1.1327749878868718,1.063306683437246,1.6462333973581773,1.6249976999943965,-3.0,0.06946830444962582,0.021235697363780837,0.2107524916097232,0.10371222203045695,0.0885463737446019,True,True,True,True,0.1860497396776655,0.19820480289698222,0.12802102784935115,0.1296940245579732
111,10.1088/0957-4484/24/21/215401,https://doi.org/10.1088/0957-4484/24/21/215401,0.9939024390243902,True,297.661,622.244,297.936,624.184,298,622,298,624,298,622,324,326,324,0.791516388823719,0.7738922137076228,1.493776195516812,1.4607350051042984,1.0,0.017624175116096152,0.03304119041251363,0.034340172278982894,0.01675037094517273,0.014490751443801856,True,True,True,True,0.04338529531904727,0.04437332702245877,0.02298883352275003,0.023508830937156163
112,10.1039/c3ta11825h,https://doi.org/10.1039/c3ta11825h,0.9601769911504425,True,323.566155593412,757.549704459967,323.401826484018,774.029680365296,324,756,324,774,324,756,432,450,432,0.9056908467855022,0.8542140762005254,1.737040325024703,1.6402494069043594,9.0,0.051476770584976794,0.09679091812034368,0.061247007416601607,0.028008371083547402,0.020446189278879087,True,True,True,True,0.0676246289050848,0.07169983394446426,0.03525940447912779,0.037340057651472046
113,10.1039/c3ee43438a,https://doi.org/10.1039/c3ee43438a,0.9133333333333333,True,303.656,851.991,300.0,898.45,304,850,300,898,304,850,546,598,546,0.5259319268501993,0.5047215495104532,1.467488003095975,1.0658026569011825,22.0,0.021210377339746067,0.40168534619479246,0.21333846218920494,0.08789230433666355,0.07102187351414618,True,True,True,True,0.40563892644222366,0.42268546369008664,0.14537663118139468,0.20016694536067847
115,10.1038/ncomms5515,https://doi.org/10.1038/ncomms5515,0.9903225806451613,True,303.905,917.786,298.204,919.76,304,916,300,918,304,916,612,618,612,1.538396384604679,1.5382186275463001,2.21569,2.2266670513094526,-1.0,0.00017775705837896894,-0.010977051309452701,0.08724755313937438,0.03427976189700761,0.02788136583198825,True,True,True,True,0.05671331134972365,0.05671986515892601,0.03937714803938023,0.03918302607840093
116,10.1038/am.2014.39,https://doi.org/10.1038/am.2014.39,0.9873817034700315,True,302.69,928.895,297.987,930.683,304,928,298,930,304,928,624,632,624,0.12882261971019665,0.1218792633592991,0.5153181627055348,0.5520133923259722,-2.0,0.006943356350897545,-0.036695229620437475,0.0388411660610386,0.012440285102837253,0.008969863630705174,True,True,True,True,0.30150889764869626,0.31868559909600985,0.07537317500534788,0.07036272416757293
117,10.1002/aenm.201501047,https://doi.org/10.1002/aenm.201501047,0.9784172661870504,True,305.769,855.053,299.06,848.79,306,854,300,848,306,848,548,548,542,1.0817979491852232,1.1035372172039768,1.9457829993901907,1.9394943344772675,-6.0,-0.021739268018753588,0.006288664912923236,0.11244042246445751,0.03462448884758747,0.026375642075571977,True,True,True,True,0.10393846886948174,0.10189092013529628,0.05778672261999226,0.05797409173394799
118,10.1021/nl504624r,https://doi.org/10.1021/nl504624r,0.9782608695652174,True,300.0,390.103,300.209,390.167,300,390,302,390,302,390,90,88,88,0.3104656156410952,0.30590440891426224,0.665273774823225,0.6606835917382997,1.0,0.004561206726832967,0.0045901830849253145,0.008754076130530197,0.003268533919946109,0.0025638001825550477,True,True,True,True,0.02819660435650334,0.028617031580554165,0.013158606970275221,0.013250028061840733
119,10.1021/nl201206d,https://doi.org/10.1021/nl201206d,0.990632318501171,True,323.795,1169.061,315.0331,1168.956,324,1168,316,1168,324,1168,844,852,844,0.4584627602145672,0.46058943823499976,0.9171317739866596,0.9268302623136256,-4.0,-0.0021266780204325375,-0.00969848832696607,0.02486779118738458,0.009985945494145214,0.00872030448715623,True,True,True,True,0.05424168186691127,0.05399123193679629,0.02711474173366313,0.0268310090839154
120,10.1021/nl201206d,https://doi.org/10.1021/nl201206d,0.8258823529411765,True,473.854,1174.498,325.9401,1174.617,474,1174,326,1174,474,1174,700,848,700,0.6383308795043845,0.7390582495034688,1.137192801395578,1.1537973697249726,-74.0,-0.10072736999908427,-0.016604568329394498,0.03193757690929311,0.012331885614108017,0.010463108425930692,True,True,True,True,0.05003294989283648,0.04321388325040706,0.028084575342104602,0.02768040363699735
121,10.1039/c1ee02465e,https://doi.org/10.1039/c1ee02465e,0.9963898916967509,True,301.248,852.415,300.0,852.99,302,852,300,852,302,852,550,552,550,0.8150359740403837,0.7934938602972643,1.29359412315832,1.2874070710428585,-1.0,0.02154211374311943,0.006187052115461444,0.08463449511417642,0.03280337605185393,0.023976617661437813,True,True,True,True,0.10384142272226,0.10666055447797673,0.06542585003984144,0.06574027517622583
122,10.1021/ja301245b,https://doi.org/10.1021/ja301245b,0.993006993006993,True,303.422,873.791,304.819,875.904,304,872,306,874,306,872,568,568,566,0.5784089933202912,0.5676096101811408,1.6984533729420788,1.829155864450585,2.0,0.01079938313915041,-0.1307024915085062,0.14137121740968395,0.02944600400746246,0.020355617228486642,True,True,True,True,0.24441393381205662,0.2490641717016882,0.0832352654843855,0.07728768234419812
123,10.1088/0957-4484/24/34/345705,https://doi.org/10.1088/0957-4484/24/34/345705,0.9915254237288136,True,302.778,770.784,300.0,771.429,304,770,300,770,304,770,466,470,466,0.782711408200033,0.7755120616875859,1.2029303958238406,1.173085232328987,-2.0,0.007199346512447136,0.029845163494853555,0.029845163494853555,0.01634922339100228,0.01380744817749032,True,True,True,True,0.03813048229805052,0.03848446074443732,0.024810382710808262,0.025441598506529998
124,10.1002/aenm.201401977,https://doi.org/10.1002/aenm.201401977,0.986159169550173,True,303.393,878.09,301.308,872.802,304,878,302,872,304,872,574,570,568,0.8187534090943627,0.7835660365293092,0.9814908359943116,1.0563182912772795,-4.0,0.03518737256505344,-0.07482745528296786,0.19386211280455667,0.07188935518916491,0.04873447033914233,True,True,True,True,0.23677716715584846,0.24741005067452956,0.1975180059711533,0.18352622917297245
125,10.1021/acs.chemmater.5b04365,https://doi.org/10.1021/acs.chemmater.5b04365,0.9963369963369964,True,331.372549019607,876.470588235294,331.601731601731,875.757575757575,332,876,332,874,332,874,544,542,542,0.7394102441809787,0.4993507848415733,1.320195550133524,1.2123639747256745,-1.0,0.24005945933940537,0.1078315754078496,0.2982478976825439,0.247024025810142,0.24268083136103805,True,True,True,True,0.40335916364386276,0.5972713105420824,0.22591190952914453,0.24600524586688532
126,10.1021/cm504112m,https://doi.org/10.1021/cm504112m,0.989247311827957,True,298.824,851.534,296.07,854.148,300,850,298,854,300,850,550,556,550,0.35001582987069574,0.3558629081539563,1.1584377140108535,1.2032633464152864,1.0,-0.005847078283260587,-0.044825632404432936,0.06326579427324353,0.014994506264345071,0.010597167410492596,True,True,True,True,0.18075123715580357,0.1777813669916758,0.05461303055664397,0.05257851031673359
127,10.1021/jacs.6b08382,https://doi.org/10.1021/jacs.6b08382,0.9856115107913669,True,305.227,852.956,298.077,854.277,306,852,300,854,306,852,546,554,546,0.5151987084972969,0.5227998839704748,0.9690233067604132,0.9228355878414088,-2.0,-0.007601175473177957,0.046187718919004306,0.08594764841522141,0.021206139338855855,0.010107787115018653,True,True,True,True,0.16682426993248636,0.16439875189428182,0.0886951302570389,0.0931343020876127
128,10.1016/j.jssc.2016.02.012,https://doi.org/10.1016/j.jssc.2016.02.012,0.9855595667870036,True,302.343,851.666,297.555,849.982,304,850,298,848,304,848,546,550,544,0.3260067728189919,0.3444472922911947,1.009391740790773,1.0868550224069893,-4.0,-0.01844051947220282,-0.07746328161621618,0.06792962836351779,0.019323931317715135,0.013435605384623982,True,True,True,True,0.2083687641705353,0.1972134195384828,0.06729758687177356,0.06250109440822965
129,10.1039/c4ta01643b,https://doi.org/10.1039/c4ta01643b,0.9910313901345291,True,304.449,747.122,302.597,749.351,306,746,304,748,306,746,440,444,440,0.24640931423871365,0.16915916661560426,0.6272133961541663,0.4281475373416208,0.0,0.07725014762310939,0.19906585881254546,0.19202407134667665,0.0993176920635997,0.07699369403178975,True,True,True,True,0.7792890132418036,1.1351679911206372,0.30615428899333963,0.4484997684185202
130,10.1002/adfm.201602652,https://doi.org/10.1002/adfm.201602652,0.9911894273127754,True,323.418,776.582,325.502,775.956,324,776,326,774,326,774,452,448,448,0.4962373619836043,0.5364114791250362,0.9841384125592988,1.0892265998793658,0.0,-0.040174117141431875,-0.10508818732006697,0.09598417107084478,0.05379867003553934,0.04265442844901655,True,True,True,True,0.19342391045923726,0.17893757834453633,0.09753117025605512,0.08812139832196096
131,10.1039/c5ra19469e,https://doi.org/10.1039/c5ra19469e,0.992,True,323.96694214876,822.314049586776,322.059,818.382,324,822,324,818,324,818,498,494,494,0.2924426059555043,0.2741290527414157,0.7390790207344136,0.7209139253581186,-2.0,0.018313553214088618,0.01816509537629496,0.07191474279938226,0.02935433784959937,0.02187587805533478,True,True,True,True,0.24591062087008014,0.2623390044951529,0.09730318515592755,0.09975496417780826
132,10.1002/aelm.201600019,https://doi.org/10.1002/aelm.201600019,0.9709090909090909,True,310.798,845.439,300.006,850.099,312,844,302,850,312,844,532,548,532,0.24195144481019987,0.24622249388556158,1.0213186643835614,1.0196732906128396,-2.0,-0.004271049075361716,0.0016453737707218252,0.04705380967939454,0.0182286476935796,0.012977056756139034,True,True,True,True,0.1944762500439134,0.1911028068023064,0.046071624185772486,0.04614596666655303
133,10.1021/ja500860m,https://doi.org/10.1021/ja500860m,0.9710610932475884,True,304.364,909.836,292.364,914.157,306,908,294,914,306,908,602,620,602,0.5663081306987389,0.5916509103290662,1.257706069997668,1.3002071804724982,-3.0,-0.025342779630327383,-0.04250111047483007,0.10693305589648983,0.0357983020324721,0.02496145794992726,True,True,True,True,0.1888248642387503,0.18073673855587488,0.08502229451487667,0.08224308979560482
134,10.1021/jacs.5b00837,https://doi.org/10.1021/jacs.5b00837,0.9591194968553459,True,303.093,913.503,292.807,928.551,304,912,294,928,304,912,608,634,608,0.7087549691710728,0.7257900834493418,1.3977069232418942,1.4269781352206352,3.0,-0.01703511427826898,-0.029271211978741052,0.06544184185645174,0.03493491410239778,0.0274458807788599,True,True,True,True,0.09233352103758723,0.0901663488503965,0.04682086120362305,0.045860437690822306
135,10.1021/jacs.5b07284,https://doi.org/10.1021/jacs.5b07284,0.98989898989899,True,304.989,893.064,301.729,894.813,306,892,302,894,306,892,586,592,586,0.6701401719116792,0.6472554358629926,1.2522930618126211,1.3626206588740928,-1.0,0.02288473604868657,-0.11032759706147166,0.11191908091726166,0.0415056263394494,0.035171400601312006,True,True,True,True,0.16700846421129337,0.1729133116789336,0.08937131756943964,0.08213517106788784
136,10.1021/jacs.6b07010,https://doi.org/10.1021/jacs.6b07010,0.9895104895104895,True,305.349,870.579,301.959,873.497,306,870,302,872,306,870,564,570,564,0.4501018992523116,0.442942943623837,1.6909106274007686,1.6213937964458311,-1.0,0.0071589556284745726,0.06951683095493744,0.05124111605950454,0.015561852701693118,0.010804812071381852,True,True,True,True,0.11384336778988027,0.11568333302769652,0.030303858305196937,0.031603128229445186
137,10.1016/S1002-0721(14)60543-3,https://doi.org/10.1016/S1002-0721(14)60543-3,0.9789029535864979,True,318.491,783.369,314.859,788.856,320,782,316,788,320,782,462,472,462,0.3317421823932619,0.32614620625835733,0.6321425073645349,0.6161363987244405,1.0,0.00559597613490459,0.01600610864009444,0.024460809979868214,0.009470627842345902,0.007193405759071198,True,True,True,True,0.07373439760781246,0.0749995232521317,0.03869508804564934,0.03970031640803616
